[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[HYBRID] warm-start from /rds/general/user/ssl125/home/RL2Grid_v2/checkpoint/final_PPO_bus14_T_0_0__I__1775940444_3936.tar: {'mode': 'soft', 'n_samples': 20000, 'n_actions': 50, 'n_leaves': 64, 'max_depth': 13, 'fidelity': 0.79005, 'weighted_fidelity': 0.9317521370154974, 'curated': False, 'dagger_rounds': 0}
[DTPO] gate eval on 40 training-side chronics (of 1004); overlap with the held-out pool = 0 (must be 0): ids=[0, 25, 50, 76, 102, 128, 153, 178, 205, 230, 256, 282]...
[DTPO] it=1/150 step=9999 J_new=0.0143 kept mode=full gate=accept cand=1.23% leaves=64 survival=1.23% best=1.23% std=2.7%
[DTPO] it=2/150 step=19998 J_new=0.0087 kept mode=leaf gate=accept cand=1.23% leaves=64 survival=1.23% best=1.23% std=2.7%
[DTPO] it=3/150 step=29997 J_new=0.0081 kept mode=leaf gate=accept cand=1.23% leaves=64 survival=1.23% best=1.23% std=2.7%
[DTPO] it=4/150 step=39996 J_new=0.0081 kept mode=leaf gate=accept cand=9.19% leaves=64 survival=9.19% best=9.19% std=7.2%
[DTPO] it=5/150 step=49995 J_new=0.0071 kept mode=leaf gate=accept cand=9.67% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=6/150 step=59994 J_new=0.0058 kept mode=full gate=revert(1) cand=6.04% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=7/150 step=69993 J_new=0.0054 kept mode=leaf gate=revert(2) cand=8.99% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=8/150 step=79992 J_new=0.0060 kept mode=leaf gate=revert(3) cand=8.83% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=9/150 step=89991 J_new=0.0048 kept mode=leaf gate=revert(4) cand=9.16% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=10/150 step=99990 J_new=0.0049 kept mode=leaf gate=revert(5) cand=8.99% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=11/150 step=109989 J_new=0.0034 kept mode=full gate=revert(6) cand=5.37% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=12/150 step=119988 J_new=0.0053 kept mode=leaf gate=revert(7) cand=8.99% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=13/150 step=129987 J_new=0.0075 kept mode=leaf gate=accept cand=9.67% leaves=64 survival=9.67% best=9.67% std=9.1%
[DTPO] it=14/150 step=139986 J_new=0.0079 kept mode=leaf gate=accept cand=9.79% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=15/150 step=149985 J_new=0.0093 kept mode=leaf gate=revert(1) cand=8.33% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=16/150 step=159984 J_new=0.0094 kept mode=full gate=revert(2) cand=8.70% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=17/150 step=169983 J_new=0.0056 kept mode=leaf gate=revert(3) cand=9.14% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=18/150 step=179982 J_new=0.0056 kept mode=leaf gate=revert(4) cand=9.63% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=19/150 step=189981 J_new=0.0039 kept mode=leaf gate=revert(5) cand=8.33% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=20/150 step=199980 J_new=0.0110 kept mode=leaf gate=revert(6) cand=7.36% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=21/150 step=209979 J_new=-0.0041 revert mode=full gate=hold cand=9.79% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=22/150 step=219978 J_new=0.0031 kept mode=leaf gate=revert(7) cand=7.74% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=23/150 step=229977 J_new=0.0056 kept mode=leaf gate=revert(8) cand=8.33% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=24/150 step=239976 J_new=0.0050 kept mode=leaf gate=revert(9) cand=9.77% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=25/150 step=249975 J_new=0.0058 kept mode=leaf gate=revert(10) cand=8.47% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=26/150 step=259974 J_new=-0.0040 revert mode=full gate=hold cand=9.79% leaves=64 survival=9.79% best=9.79% std=9.0%
[DTPO] it=27/150 step=269973 J_new=0.0038 kept mode=leaf gate=revert(11) cand=7.74% leaves=64 survival=9.79% best=9.79% std=9.0%
