[F2] training env filtered to 2160/2880 chronics (every 4th id held out for evaluation)
Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[F2] training env filtered to 2160/2880 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 2160/2880 chronics (every 4th id held out for evaluation)[F2] training env filtered to 2160/2880 chronics (every 4th id held out for evaluation)

[F2] training env filtered to 2160/2880 chronics (every 4th id held out for evaluation)
[A5] bus36-M has stochastic exogenous events -> gate evaluation is NOT a deterministic function of the tree; disabling the cached-incumbent shortcut and re-evaluating each time.
[DTPO] gate eval on 40 training-side chronics (of 2880); overlap with the held-out pool = 0 (must be 0): ids=[0, 73, 146, 221, 294, 368, 442, 516, 589, 664, 737, 810]...
[DTPO] it=1/150 step=9999 J_new=0.7228 kept mode=full gate=accept cand=12.80% leaves=16 survival=12.80% best=12.80% std=20.4%
[DTPO] it=2/150 step=19998 J_new=0.4110 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=3/150 step=29997 J_new=0.3934 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=4/150 step=39996 J_new=1.9964 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=5/150 step=49995 J_new=4.0732 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=6/150 step=59994 J_new=1.2673 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=7/150 step=69993 J_new=0.1172 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=8/150 step=79992 J_new=1.8370 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=9/150 step=89991 J_new=0.3719 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=10/150 step=99990 J_new=3.4002 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=11/150 step=109989 J_new=0.1856 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=12/150 step=119988 J_new=0.0449 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=13/150 step=129987 J_new=0.1988 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=14/150 step=139986 J_new=1.6458 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=15/150 step=149985 J_new=1.4408 kept mode=full gate=revert(1) cand=12.84% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=16/150 step=159984 J_new=1.5352 kept mode=full gate=revert(2) cand=17.81% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=17/150 step=169983 J_new=0.7962 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=18/150 step=179982 J_new=2.8539 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=19/150 step=189981 J_new=0.0855 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=20/150 step=199980 J_new=0.0216 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=21/150 step=209979 J_new=1.8037 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=22/150 step=219978 J_new=0.0029 kept mode=full gate=revert(1) cand=16.31% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=23/150 step=229977 J_new=0.1240 kept mode=full gate=revert(2) cand=17.80% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=24/150 step=239976 J_new=1.4995 kept mode=full gate=revert(3) cand=12.66% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=25/150 step=249975 J_new=0.0002 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=26/150 step=259974 J_new=0.0050 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=27/150 step=269973 J_new=2.2354 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=28/150 step=279972 J_new=0.0937 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=29/150 step=289971 J_new=0.0287 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=30/150 step=299970 J_new=3.2370 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=31/150 step=309969 J_new=4.8182 kept mode=full gate=revert(1) cand=12.35% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=32/150 step=319968 J_new=3.6418 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=33/150 step=329967 J_new=1.4488 kept mode=full gate=revert(1) cand=16.91% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=34/150 step=339966 J_new=1.0412 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=35/150 step=349965 J_new=2.2008 kept mode=full gate=revert(1) cand=22.58% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=36/150 step=359964 J_new=1.5105 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=37/150 step=369963 J_new=0.2415 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=38/150 step=379962 J_new=3.1112 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=39/150 step=389961 J_new=0.8349 kept mode=full gate=revert(1) cand=22.05% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=40/150 step=399960 J_new=0.4482 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=41/150 step=409959 J_new=0.2698 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=42/150 step=419958 J_new=0.1677 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=43/150 step=429957 J_new=0.0834 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=44/150 step=439956 J_new=0.0157 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=45/150 step=449955 J_new=0.2963 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=46/150 step=459954 J_new=0.5161 kept mode=full gate=revert(1) cand=21.10% leaves=16 survival=22.71% best=22.71% std=24.6%
[DTPO] it=47/150 step=469953 J_new=4.2293 kept mode=full gate=accept cand=22.71% leaves=16 survival=22.71% best=22.71% std=24.6%
