[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[DTPO] gate eval on 40 training-side chronics (of 1004); overlap with the held-out pool = 0 (must be 0): ids=[0, 25, 50, 76, 102, 128, 153, 178, 205, 230, 256, 282]...
[DTPO] it=1/150 step=9999 J_new=0.0969 kept mode=full gate=accept cand=20.33% leaves=16 survival=20.33% best=20.33% std=17.8%
[DTPO] it=2/150 step=19998 J_new=0.1169 kept mode=full gate=revert(1) cand=6.05% leaves=16 survival=20.33% best=20.33% std=17.8%
[DTPO] it=3/150 step=29997 J_new=0.0684 kept mode=full gate=revert(2) cand=15.83% leaves=16 survival=20.33% best=20.33% std=17.8%
[DTPO] it=4/150 step=39996 J_new=0.2293 kept mode=full gate=revert(3) cand=3.71% leaves=16 survival=20.33% best=20.33% std=17.8%
[DTPO] it=5/150 step=49995 J_new=0.1413 kept mode=full gate=revert(4) cand=17.11% leaves=16 survival=20.33% best=20.33% std=17.8%
[DTPO] it=6/150 step=59994 J_new=0.0739 kept mode=full gate=accept cand=31.15% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=7/150 step=69993 J_new=0.0404 kept mode=full gate=revert(1) cand=18.27% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=8/150 step=79992 J_new=0.0904 kept mode=full gate=revert(2) cand=16.54% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=9/150 step=89991 J_new=0.0834 kept mode=full gate=revert(3) cand=10.90% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=10/150 step=99990 J_new=0.1015 kept mode=full gate=revert(4) cand=15.27% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=11/150 step=109989 J_new=0.0796 kept mode=full gate=revert(5) cand=14.83% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=12/150 step=119988 J_new=0.1637 kept mode=full gate=revert(6) cand=16.01% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=13/150 step=129987 J_new=0.0596 kept mode=full gate=revert(7) cand=16.01% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=14/150 step=139986 J_new=0.1481 kept mode=full gate=revert(8) cand=16.01% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=15/150 step=149985 J_new=0.2203 kept mode=full gate=revert(9) cand=16.38% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=16/150 step=159984 J_new=0.0604 kept mode=full gate=revert(10) cand=16.38% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=17/150 step=169983 J_new=0.0977 kept mode=full gate=revert(11) cand=16.38% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=18/150 step=179982 J_new=0.1018 kept mode=full gate=revert(12) cand=16.38% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=19/150 step=189981 J_new=0.0747 kept mode=full gate=revert(13) cand=13.08% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=20/150 step=199980 J_new=0.1054 kept mode=full gate=revert(14) cand=16.69% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=21/150 step=209979 J_new=0.1339 kept mode=full gate=revert(15) cand=15.83% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=22/150 step=219978 J_new=0.1683 kept mode=full gate=revert(16) cand=16.38% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=23/150 step=229977 J_new=0.0714 kept mode=full gate=revert(17) cand=16.28% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=24/150 step=239976 J_new=0.1452 kept mode=full gate=revert(18) cand=15.83% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=25/150 step=249975 J_new=0.1121 kept mode=full gate=revert(19) cand=16.27% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=26/150 step=259974 J_new=0.0781 kept mode=full gate=revert(20) cand=16.01% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=27/150 step=269973 J_new=0.1912 kept mode=full gate=revert(21) cand=16.27% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=28/150 step=279972 J_new=0.0990 kept mode=full gate=revert(22) cand=16.10% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=29/150 step=289971 J_new=0.0823 kept mode=full gate=revert(23) cand=2.25% leaves=16 survival=31.15% best=31.15% std=30.4%
[DTPO] it=30/150 step=299970 J_new=0.1058 kept mode=full gate=revert(24) cand=3.27% leaves=16 survival=31.15% best=31.15% std=30.4%
