Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[HYBRID] warm-start from /rds/general/user/ssl125/home/RL2Grid_full/checkpoint/final_PPO_bus36-M_T_100_0__I__1784927195_14574.tar: {'mode': 'soft', 'n_samples': 14254, 'n_actions': 50, 'n_leaves': 16, 'max_depth': 10, 'fidelity': 0.9840044899677284, 'weighted_fidelity': 0.9984807697142262, 'curated': False, 'dagger_rounds': 0}
[DTPO] deterministic eval on 40 fixed chronics (of 2880): ids=[0, 73, 147, 221, 295, 369, 442, 516, 590, 664, 738, 812, 885, 959, 1033, 1107, 1181, 1254, 1328, 1402, 1476, 1550, 1624, 1697, 1771, 1845, 1919, 1993, 2066, 2140, 2214, 2288, 2362, 2436, 2509, 2583, 2657, 2731, 2805, 2879]
[DTPO] it=1/150 step=9999 J_new=0.0100 kept mode=full leaves=16 survival=47.57% best=47.57% std=30.4%
[DTPO] it=2/150 step=19998 J_new=0.0105 kept mode=leaf leaves=16 survival=60.51% best=60.51% std=35.3%
[DTPO] it=3/150 step=29997 J_new=0.0120 kept mode=leaf leaves=16 survival=51.58% best=60.51% std=33.9%
[DTPO] it=4/150 step=39996 J_new=0.0128 kept mode=leaf leaves=16 survival=51.01% best=60.51% std=32.8%
[DTPO] it=5/150 step=49995 J_new=-0.0002 revert mode=leaf leaves=16 survival=51.43% best=60.51% std=34.3%
[DTPO] it=6/150 step=59994 J_new=0.0006 kept mode=full leaves=16 survival=52.23% best=60.51% std=32.3%
[DTPO] it=7/150 step=69993 J_new=0.0004 revert mode=leaf leaves=16 survival=42.82% best=60.51% std=33.6%
[DTPO] it=8/150 step=79992 J_new=0.0005 revert mode=leaf leaves=16 survival=57.13% best=60.51% std=34.5%
[DTPO] it=9/150 step=89991 J_new=0.0001 revert mode=leaf leaves=16 survival=50.53% best=60.51% std=27.9%
[DTPO] it=10/150 step=99990 J_new=-0.0001 revert mode=leaf leaves=16 survival=53.93% best=60.51% std=33.6%
[DTPO] it=11/150 step=109989 J_new=0.0006 kept mode=full leaves=16 survival=34.73% best=60.51% std=25.5%
[DTPO] it=12/150 step=119988 J_new=0.0004 revert mode=leaf leaves=16 survival=27.93% best=60.51% std=27.6%
[DTPO] it=13/150 step=129987 J_new=0.0003 revert mode=leaf leaves=16 survival=18.64% best=60.51% std=26.1%
[DTPO] it=14/150 step=139986 J_new=0.0001 revert mode=leaf leaves=16 survival=48.61% best=60.51% std=30.2%
[DTPO] it=15/150 step=149985 J_new=-0.0001 revert mode=leaf leaves=16 survival=32.45% best=60.51% std=20.5%
[DTPO] it=16/150 step=159984 J_new=0.0079 kept mode=full leaves=16 survival=43.96% best=60.51% std=34.9%
