[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[F2] training env filtered to 753/1004 chronics (every 4th id held out for evaluation)
[DTPO] gate eval on 40 training-side chronics (of 1004); overlap with the held-out pool = 0 (must be 0): ids=[0, 25, 50, 76, 102, 128, 153, 178, 205, 230, 256, 282]...
[DTPO] it=1/150 step=9999 J_new=0.0974 kept mode=full gate=accept cand=6.70% leaves=16 survival=6.70% best=6.70% std=6.3%
[DTPO] it=2/150 step=19998 J_new=0.1421 kept mode=full gate=revert(1) cand=2.26% leaves=16 survival=6.70% best=6.70% std=6.3%
[DTPO] it=3/150 step=29997 J_new=0.1482 kept mode=full gate=accept cand=17.66% leaves=16 survival=17.66% best=17.66% std=16.9%
[DTPO] it=4/150 step=39996 J_new=0.1458 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=5/150 step=49995 J_new=0.2782 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=6/150 step=59994 J_new=0.1256 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=7/150 step=69993 J_new=0.0688 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=8/150 step=79992 J_new=0.2221 kept mode=full gate=revert(1) cand=1.12% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=9/150 step=89991 J_new=0.1353 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=10/150 step=99990 J_new=0.1504 kept mode=full gate=revert(1) cand=8.11% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=11/150 step=109989 J_new=0.3840 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=12/150 step=119988 J_new=0.1373 kept mode=full gate=revert(1) cand=17.90% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=13/150 step=129987 J_new=0.1309 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=14/150 step=139986 J_new=0.0699 kept mode=full gate=revert(1) cand=0.07% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=15/150 step=149985 J_new=0.1246 kept mode=full gate=revert(2) cand=12.23% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=16/150 step=159984 J_new=0.1865 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=17/150 step=169983 J_new=0.1354 kept mode=full gate=revert(1) cand=8.68% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=18/150 step=179982 J_new=0.1521 kept mode=full gate=accept cand=18.49% leaves=16 survival=18.49% best=18.49% std=17.4%
[DTPO] it=19/150 step=189981 J_new=0.2122 kept mode=full gate=accept cand=27.55% leaves=16 survival=27.55% best=27.55% std=24.8%
[DTPO] it=20/150 step=199980 J_new=0.1012 kept mode=full gate=revert(1) cand=16.55% leaves=16 survival=27.55% best=27.55% std=24.8%
[DTPO] it=21/150 step=209979 J_new=0.1315 kept mode=full gate=revert(2) cand=25.85% leaves=16 survival=27.55% best=27.55% std=24.8%
[DTPO] it=22/150 step=219978 J_new=0.1395 kept mode=full gate=revert(3) cand=23.75% leaves=16 survival=27.55% best=27.55% std=24.8%
[DTPO] it=23/150 step=229977 J_new=0.2723 kept mode=full gate=revert(4) cand=26.44% leaves=16 survival=27.55% best=27.55% std=24.8%
[DTPO] it=24/150 step=239976 J_new=0.0659 kept mode=full gate=revert(5) cand=26.24% leaves=16 survival=27.55% best=27.55% std=24.8%
[DTPO] it=25/150 step=249975 J_new=0.2216 kept mode=full gate=accept cand=27.66% leaves=16 survival=27.66% best=27.66% std=24.1%
[DTPO] it=26/150 step=259974 J_new=0.0917 kept mode=full gate=accept cand=29.14% leaves=16 survival=29.14% best=29.14% std=25.1%
[DTPO] it=27/150 step=269973 J_new=0.2179 kept mode=full gate=revert(1) cand=26.20% leaves=16 survival=29.14% best=29.14% std=25.1%
[DTPO] it=28/150 step=279972 J_new=0.0231 kept mode=full gate=revert(2) cand=25.84% leaves=16 survival=29.14% best=29.14% std=25.1%
[DTPO] it=29/150 step=289971 J_new=0.0212 kept mode=full gate=revert(3) cand=5.55% leaves=16 survival=29.14% best=29.14% std=25.1%
[DTPO] it=30/150 step=299970 J_new=0.0095 kept mode=full gate=revert(4) cand=5.89% leaves=16 survival=29.14% best=29.14% std=25.1%
