Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[HYBRID] warm-start from /rds/general/user/ssl125/home/RL2Grid_full/checkpoint/final_PPO_bus5_T_0_0__I__1776174124_47043_45000000.tar: {'mode': 'soft', 'n_samples': 10080, 'n_actions': 50, 'n_leaves': 16, 'max_depth': 8, 'fidelity': 0.8369047619047619, 'weighted_fidelity': 0.9472571420364244, 'curated': False, 'dagger_rounds': 0}
[DTPO] deterministic eval on 20 fixed chronics (of 20): ids=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[DTPO] it=1/150 step=9999 J_new=0.0072 kept mode=full leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=2/150 step=19998 J_new=0.0275 kept mode=full leaves=16 survival=0.69% best=0.69% std=1.5%
[DTPO] it=3/150 step=29997 J_new=0.0305 kept mode=full leaves=16 survival=10.04% best=10.04% std=30.0%
[DTPO] it=4/150 step=39996 J_new=0.0370 kept mode=full leaves=16 survival=3.30% best=10.04% std=2.2%
[DTPO] it=5/150 step=49995 J_new=0.0282 kept mode=full leaves=16 survival=96.07% best=96.07% std=17.1%
[DTPO] it=6/150 step=59994 J_new=0.0061 kept mode=full leaves=16 survival=6.14% best=96.07% std=7.0%
[DTPO] it=7/150 step=69993 J_new=0.0073 kept mode=full leaves=16 survival=21.24% best=96.07% std=34.6%
[DTPO] it=8/150 step=79992 J_new=0.0032 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=9/150 step=89991 J_new=0.0026 kept mode=full leaves=16 survival=59.39% best=100.00% std=33.2%
[DTPO] it=10/150 step=99990 J_new=0.0019 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=11/150 step=109989 J_new=0.0030 kept mode=full leaves=16 survival=59.71% best=100.00% std=47.2%
[DTPO] it=12/150 step=119988 J_new=0.0036 kept mode=full leaves=16 survival=2.26% best=100.00% std=2.3%
[DTPO] it=13/150 step=129987 J_new=0.0041 kept mode=full leaves=16 survival=98.71% best=100.00% std=5.6%
[DTPO] it=14/150 step=139986 J_new=0.0033 kept mode=full leaves=16 survival=0.08% best=100.00% std=0.0%
[DTPO] it=15/150 step=149985 J_new=0.0055 kept mode=full leaves=16 survival=2.20% best=100.00% std=2.5%
[DTPO] it=16/150 step=159984 J_new=0.0042 kept mode=full leaves=16 survival=2.36% best=100.00% std=2.1%
[DTPO] it=17/150 step=169983 J_new=0.0008 kept mode=full leaves=16 survival=5.76% best=100.00% std=0.0%
[DTPO] it=18/150 step=179982 J_new=0.0044 kept mode=full leaves=16 survival=2.58% best=100.00% std=2.0%
[DTPO] it=19/150 step=189981 J_new=0.0051 kept mode=full leaves=16 survival=7.78% best=100.00% std=1.4%
[DTPO] it=20/150 step=199980 J_new=0.0045 kept mode=full leaves=16 survival=8.24% best=100.00% std=1.5%
[DTPO] it=21/150 step=209979 J_new=-0.0027 revert mode=full leaves=16 survival=8.24% best=100.00% std=1.5%
[DTPO] it=22/150 step=219978 J_new=0.0030 kept mode=full leaves=16 survival=5.53% best=100.00% std=7.4%
[DTPO] it=23/150 step=229977 J_new=0.0096 kept mode=full leaves=16 survival=48.24% best=100.00% std=32.2%
[DTPO] it=24/150 step=239976 J_new=-0.0001 revert mode=full leaves=16 survival=48.24% best=100.00% std=32.2%
[DTPO] it=25/150 step=249975 J_new=0.0029 kept mode=full leaves=16 survival=2.76% best=100.00% std=2.0%
[DTPO] it=26/150 step=259974 J_new=0.0354 kept mode=full leaves=16 survival=2.75% best=100.00% std=2.0%
[DTPO] it=27/150 step=269973 J_new=0.0046 kept mode=full leaves=16 survival=2.51% best=100.00% std=2.3%
[DTPO] it=28/150 step=279972 J_new=0.0011 kept mode=full leaves=16 survival=2.55% best=100.00% std=2.1%
[DTPO] it=29/150 step=289971 J_new=0.0049 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=30/150 step=299970 J_new=0.0033 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=31/150 step=309969 J_new=0.0002 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=32/150 step=319968 J_new=-0.0000 revert mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=33/150 step=329967 J_new=0.0058 kept mode=full leaves=16 survival=93.56% best=100.00% std=11.1%
[DTPO] it=34/150 step=339966 J_new=0.0047 kept mode=full leaves=16 survival=90.54% best=100.00% std=28.4%
[DTPO] it=35/150 step=349965 J_new=0.0030 kept mode=full leaves=16 survival=2.42% best=100.00% std=2.7%
[DTPO] it=36/150 step=359964 J_new=0.0082 kept mode=full leaves=16 survival=21.22% best=100.00% std=25.0%
[DTPO] it=37/150 step=369963 J_new=0.0004 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=38/150 step=379962 J_new=0.0009 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=39/150 step=389961 J_new=0.0097 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=40/150 step=399960 J_new=0.0017 kept mode=full leaves=16 survival=1.65% best=100.00% std=2.2%
[DTPO] it=41/150 step=409959 J_new=0.0006 kept mode=full leaves=16 survival=2.31% best=100.00% std=1.9%
[DTPO] it=42/150 step=419958 J_new=0.0073 kept mode=full leaves=16 survival=2.29% best=100.00% std=2.9%
[DTPO] it=43/150 step=429957 J_new=-0.0006 revert mode=full leaves=16 survival=2.29% best=100.00% std=2.9%
[DTPO] it=44/150 step=439956 J_new=0.0068 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=45/150 step=449955 J_new=0.0043 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=46/150 step=459954 J_new=0.0025 kept mode=full leaves=16 survival=99.98% best=100.00% std=0.1%
[DTPO] it=47/150 step=469953 J_new=-0.0185 revert mode=full leaves=16 survival=99.98% best=100.00% std=0.1%
[DTPO] it=48/150 step=479952 J_new=-0.0016 revert mode=full leaves=16 survival=99.98% best=100.00% std=0.1%
[DTPO] it=49/150 step=489951 J_new=-0.0141 revert mode=full leaves=16 survival=99.98% best=100.00% std=0.1%
[DTPO] it=50/150 step=499950 J_new=-0.0131 revert mode=full leaves=16 survival=99.98% best=100.00% std=0.1%
[DTPO] it=51/150 step=509949 J_new=-0.0424 revert mode=full leaves=16 survival=99.98% best=100.00% std=0.1%
[DTPO] it=52/150 step=519948 J_new=0.0085 kept mode=full leaves=16 survival=8.82% best=100.00% std=16.1%
[DTPO] it=53/150 step=529947 J_new=-0.0016 revert mode=full leaves=16 survival=8.82% best=100.00% std=16.1%
[DTPO] it=54/150 step=539946 J_new=0.0033 kept mode=full leaves=16 survival=95.56% best=100.00% std=13.9%
[DTPO] it=55/150 step=549945 J_new=0.0034 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
[DTPO] it=56/150 step=559944 J_new=0.0031 kept mode=full leaves=16 survival=100.00% best=100.00% std=0.0%
