name,status,envtag,method,leaves_budget,seed,alg,env,difficulty,leaves_actual,depth,select,report,report_min,report_max,frac100,n_report,bigjumps,candjumps
bus5_dtpo-full-pat3_L16_s101,ok,bus5,dtpo-full-pat3,16,101,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,7,48
bus5_dtpo-full-pat3_L16_s102,ok,bus5,dtpo-full-pat3,16,102,DTPO,bus5,0,16,6,90.40,90.40,3.97,100.00,90.0,10,3,27
bus5_dtpo-full-pat3_L16_s103,ok,bus5,dtpo-full-pat3,16,103,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,13,27
bus5_dtpo-full-pat3_L16_s104,ok,bus5,dtpo-full-pat3,16,104,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,9,14
bus5_dtpo-full_L16_s100,ok,bus5,dtpo-full,16,100,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,2,52
bus5_dtpo-full_L16_s101,ok,bus5,dtpo-full,16,101,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,1,37
bus5_dtpo-full_L16_s102,ok,bus5,dtpo-full,16,102,DTPO,bus5,0,16,6,90.40,90.40,3.97,100.00,90.0,10,2,54
bus5_dtpo-full_L16_s103,ok,bus5,dtpo-full,16,103,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,1,46
bus5_dtpo-full_L16_s104,ok,bus5,dtpo-full,16,104,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,1,62
bus5_dtpo-full_L32_s100,ok,bus5,dtpo-full,32,100,DTPO,bus5,0,32,9,20.49,20.49,0.15,100.00,20.0,10,0,0
bus5_dtpo-full_L32_s101,ok,bus5,dtpo-full,32,101,DTPO,bus5,0,32,11,100.00,100.00,100.00,100.00,100.0,10,1,55
bus5_dtpo-full_L32_s102,ok,bus5,dtpo-full,32,102,DTPO,bus5,0,32,8,90.36,90.36,3.62,100.00,90.0,10,1,47
bus5_dtpo-full_L32_s103,ok,bus5,dtpo-full,32,103,DTPO,bus5,0,32,8,100.00,100.00,100.00,100.00,100.0,10,2,41
bus5_dtpo-full_L32_s104,ok,bus5,dtpo-full,32,104,DTPO,bus5,0,32,8,100.00,100.00,100.00,100.00,100.0,10,1,15
bus5_dtpo-full_L64_s100,ok,bus5,dtpo-full,64,100,DTPO,bus5,0,64,9,100.00,100.00,100.00,100.00,100.0,10,2,33
bus5_dtpo-full_L64_s101,ok,bus5,dtpo-full,64,101,DTPO,bus5,0,64,14,90.37,90.37,3.67,100.00,90.0,10,1,48
bus5_dtpo-full_L64_s102,ok,bus5,dtpo-full,64,102,DTPO,bus5,0,64,12,90.32,90.32,3.17,100.00,90.0,10,2,34
bus5_dtpo-full_L64_s103,ok,bus5,dtpo-full,64,103,DTPO,bus5,0,64,18,0.37,0.37,0.05,3.22,0.0,10,0,0
bus5_dtpo-full_L64_s104,ok,bus5,dtpo-full,64,104,DTPO,bus5,0,64,11,100.00,100.00,100.00,100.00,100.0,10,2,45
bus5_dtpo-full_L8_s100,ok,bus5,dtpo-full,8,100,DTPO,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,1,13
bus5_dtpo-full_L8_s101,ok,bus5,dtpo-full,8,101,DTPO,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,1,9
bus5_dtpo-full_L8_s102,ok,bus5,dtpo-full,8,102,DTPO,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,1,18
bus5_dtpo-full_L8_s103,ok,bus5,dtpo-full,8,103,DTPO,bus5,0,8,5,100.00,100.00,100.00,100.00,100.0,10,1,5
bus5_dtpo-full_L8_s104,ok,bus5,dtpo-full,8,104,DTPO,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,1,18
bus5_dtpo-gate_L16_s100,ok,bus5,dtpo-gate,16,100,DTPO,bus5,0,16,8,100.00,100.00,100.00,100.00,100.0,10,2,56
bus5_dtpo-gate_L16_s101,ok,bus5,dtpo-gate,16,101,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,1,53
bus5_dtpo-gate_L16_s102,ok,bus5,dtpo-gate,16,102,DTPO,bus5,0,16,5,100.00,100.00,100.00,100.00,100.0,10,1,53
bus5_dtpo-gate_L16_s103,ok,bus5,dtpo-gate,16,103,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,1,56
bus5_dtpo-gate_L16_s104,ok,bus5,dtpo-gate,16,104,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,1,70
bus5_dtpo-replay_L16_s100,ok,bus5,dtpo-replay,16,100,DTPO,bus5,0,16,5,90.49,90.49,4.86,100.00,90.0,10,8,0
bus5_dtpo-replay_L16_s101,ok,bus5,dtpo-replay,16,101,DTPO,bus5,0,16,6,90.45,90.45,4.51,100.00,90.0,10,18,0
bus5_dtpo-replay_L16_s102,ok,bus5,dtpo-replay,16,102,DTPO,bus5,0,16,6,90.40,90.40,3.97,100.00,90.0,10,3,0
bus5_dtpo-replay_L16_s103,ok,bus5,dtpo-replay,16,103,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,7,0
bus5_dtpo-replay_L16_s104,ok,bus5,dtpo-replay,16,104,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,12,0
bus5_dtpo-scratchfull_L16_s100,ok,bus5,dtpo-scratchfull,16,100,DTPO,bus5,0,16,9,100.00,100.00,100.00,100.00,100.0,10,0,22
bus5_dtpo-scratchfull_L16_s101,ok,bus5,dtpo-scratchfull,16,101,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,1,47
bus5_dtpo-scratchfull_L16_s102,ok,bus5,dtpo-scratchfull,16,102,DTPO,bus5,0,16,8,100.00,100.00,100.00,100.00,100.0,10,1,33
bus5_dtpo-scratchfull_L16_s103,ok,bus5,dtpo-scratchfull,16,103,DTPO,bus5,0,16,9,100.00,100.00,100.00,100.00,100.0,10,2,13
bus5_dtpo-scratchfull_L16_s104,ok,bus5,dtpo-scratchfull,16,104,DTPO,bus5,0,16,10,100.00,100.00,100.00,100.00,100.0,10,2,8
bus5_dtpo-ws_L16_s100,ok,bus5,dtpo-ws,16,100,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,35,0
bus5_dtpo-ws_L16_s101,ok,bus5,dtpo-ws,16,101,DTPO,bus5,0,16,8,100.00,100.00,100.00,100.00,100.0,10,49,0
bus5_dtpo-ws_L16_s102,ok,bus5,dtpo-ws,16,102,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,41,0
bus5_dtpo-ws_L16_s103,ok,bus5,dtpo-ws,16,103,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,31,0
bus5_dtpo-ws_L16_s104,ok,bus5,dtpo-ws,16,104,DTPO,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,33,0
bus5_dtpo_L16_s100,ok,bus5,dtpo,16,100,DTPO,bus5,0,16,9,100.00,100.00,100.00,100.00,100.0,10,28,0
bus5_dtpo_L16_s101,ok,bus5,dtpo,16,101,DTPO,bus5,0,16,6,100.00,100.00,100.00,100.00,100.0,10,52,0
bus5_dtpo_L16_s102,ok,bus5,dtpo,16,102,DTPO,bus5,0,16,11,74.72,74.72,49.21,100.00,50.0,10,9,0
bus5_dtpo_L16_s103,ok,bus5,dtpo,16,103,DTPO,bus5,0,16,10,100.00,100.00,100.00,100.00,100.0,10,41,0
bus5_dtpo_L16_s104,ok,bus5,dtpo,16,104,DTPO,bus5,0,16,9,100.00,100.00,100.00,100.00,100.0,10,20,0
bus5_viper_L16_s100,ok,bus5,viper,16,100,VIPER,bus5,0,16,10,100.00,100.00,100.00,100.00,100.0,10,8,0
bus5_viper_L16_s101,ok,bus5,viper,16,101,VIPER,bus5,0,16,10,100.00,100.00,100.00,100.00,100.0,10,7,0
bus5_viper_L16_s102,ok,bus5,viper,16,102,VIPER,bus5,0,16,7,44.88,44.88,0.10,100.00,40.0,10,15,0
bus5_viper_L16_s103,ok,bus5,viper,16,103,VIPER,bus5,0,16,7,100.00,100.00,100.00,100.00,100.0,10,1,0
bus5_viper_L16_s104,ok,bus5,viper,16,104,VIPER,bus5,0,16,10,5.80,5.80,5.80,5.80,0.0,10,5,0
bus5_viper_L32_s100,ok,bus5,viper,32,100,VIPER,bus5,0,32,9,100.00,100.00,100.00,100.00,100.0,10,17,0
bus5_viper_L32_s101,ok,bus5,viper,32,101,VIPER,bus5,0,32,12,24.28,24.28,0.05,100.00,10.0,10,2,0
bus5_viper_L32_s102,ok,bus5,viper,32,102,VIPER,bus5,0,32,12,100.00,100.00,100.00,100.00,100.0,10,27,0
bus5_viper_L32_s103,ok,bus5,viper,32,103,VIPER,bus5,0,32,12,8.12,8.12,5.85,17.11,0.0,10,0,0
bus5_viper_L32_s104,ok,bus5,viper,32,104,VIPER,bus5,0,32,11,21.47,21.47,0.35,98.91,0.0,10,16,0
bus5_viper_L64_s100,ok,bus5,viper,64,100,VIPER,bus5,0,64,12,3.30,3.30,0.05,32.54,0.0,10,15,0
bus5_viper_L64_s101,ok,bus5,viper,64,101,VIPER,bus5,0,64,12,6.74,6.74,0.05,66.62,0.0,10,9,0
bus5_viper_L64_s102,ok,bus5,viper,64,102,VIPER,bus5,0,64,12,2.69,2.69,0.10,18.50,0.0,10,6,0
bus5_viper_L64_s103,ok,bus5,viper,64,103,VIPER,bus5,0,64,11,0.06,0.06,0.05,0.20,0.0,10,17,0
bus5_viper_L64_s104,ok,bus5,viper,64,104,VIPER,bus5,0,64,12,68.96,68.96,3.92,100.00,40.0,10,19,0
bus5_viper_L8_s100,ok,bus5,viper,8,100,VIPER,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,4,0
bus5_viper_L8_s101,ok,bus5,viper,8,101,VIPER,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,4,0
bus5_viper_L8_s102,ok,bus5,viper,8,102,VIPER,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,8,0
bus5_viper_L8_s103,ok,bus5,viper,8,103,VIPER,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,6,0
bus5_viper_L8_s104,ok,bus5,viper,8,104,VIPER,bus5,0,8,4,100.00,100.00,100.00,100.00,100.0,10,4,0
