Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[HYBRID] warm-start from /rds/general/user/ssl125/home/RL2Grid_full/checkpoint/final_PPO_bus5_T_0_0__I__1776174124_47043_45000000.tar: {'mode': 'soft', 'n_samples': 10080, 'n_actions': 50, 'n_leaves': 64, 'max_depth': 15, 'fidelity': 0.9299603174603175, 'weighted_fidelity': 0.9900549235410603, 'curated': False, 'dagger_rounds': 0}
[DTPO] deterministic eval on 20 fixed chronics (of 20): ids=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[DTPO] it=1/150 step=9999 J_new=0.0483 kept mode=full gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=2/150 step=19998 J_new=0.0261 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=3/150 step=29997 J_new=0.0280 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=4/150 step=39996 J_new=0.0304 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=5/150 step=49995 J_new=0.0279 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=6/150 step=59994 J_new=0.0350 kept mode=full gate=revert(1) cand=0.12% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=7/150 step=69993 J_new=0.0181 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=8/150 step=79992 J_new=0.0198 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=9/150 step=89991 J_new=0.0216 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=10/150 step=99990 J_new=0.0232 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=11/150 step=109989 J_new=0.0327 kept mode=full gate=revert(1) cand=0.11% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=12/150 step=119988 J_new=0.0141 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=13/150 step=129987 J_new=0.0148 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=14/150 step=139986 J_new=0.0113 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=15/150 step=149985 J_new=0.0089 kept mode=leaf gate=accept cand=0.24% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=16/150 step=159984 J_new=0.0101 kept mode=full gate=revert(1) cand=0.10% leaves=64 survival=0.24% best=0.24% std=0.7%
[DTPO] it=17/150 step=169983 J_new=0.0058 kept mode=leaf gate=accept cand=0.25% leaves=64 survival=0.25% best=0.25% std=0.8%
[DTPO] it=18/150 step=179982 J_new=0.0063 kept mode=leaf gate=revert(1) cand=0.24% leaves=64 survival=0.25% best=0.25% std=0.8%
[DTPO] it=19/150 step=189981 J_new=0.0057 kept mode=leaf gate=accept cand=0.25% leaves=64 survival=0.25% best=0.25% std=0.8%
[DTPO] it=20/150 step=199980 J_new=0.0052 kept mode=leaf gate=revert(1) cand=0.21% leaves=64 survival=0.25% best=0.25% std=0.8%
[DTPO] it=21/150 step=209979 J_new=0.0053 kept mode=full gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=22/150 step=219978 J_new=0.0098 kept mode=leaf gate=revert(1) cand=5.08% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=23/150 step=229977 J_new=0.0111 kept mode=leaf gate=revert(2) cand=5.08% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=24/150 step=239976 J_new=0.0144 kept mode=leaf gate=revert(3) cand=5.08% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=25/150 step=249975 J_new=0.0172 kept mode=leaf gate=revert(4) cand=5.08% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=26/150 step=259974 J_new=0.0195 kept mode=full gate=revert(5) cand=1.94% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=27/150 step=269973 J_new=0.0186 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=28/150 step=279972 J_new=0.0212 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=29/150 step=289971 J_new=0.0216 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=30/150 step=299970 J_new=0.0220 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=31/150 step=309969 J_new=0.0258 kept mode=full gate=revert(1) cand=0.12% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=32/150 step=319968 J_new=0.0223 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=33/150 step=329967 J_new=0.0258 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=34/150 step=339966 J_new=0.0266 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=35/150 step=349965 J_new=0.0274 kept mode=leaf gate=accept cand=5.22% leaves=64 survival=5.22% best=5.22% std=21.8%
[DTPO] it=36/150 step=359964 J_new=0.0307 kept mode=full gate=accept cand=61.46% leaves=64 survival=61.46% best=61.46% std=41.3%
[DTPO] it=37/150 step=369963 J_new=0.0281 kept mode=leaf gate=accept cand=69.65% leaves=64 survival=69.65% best=69.65% std=33.1%
[DTPO] it=38/150 step=379962 J_new=0.0220 kept mode=leaf gate=accept cand=69.65% leaves=64 survival=69.65% best=69.65% std=33.1%
[DTPO] it=39/150 step=389961 J_new=0.0141 kept mode=leaf gate=accept cand=69.65% leaves=64 survival=69.65% best=69.65% std=33.1%
[DTPO] it=40/150 step=399960 J_new=0.0091 kept mode=leaf gate=accept cand=95.01% leaves=64 survival=95.01% best=95.01% std=21.7%
[DTPO] it=41/150 step=409959 J_new=0.0066 kept mode=full gate=accept cand=95.07% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=42/150 step=419958 J_new=0.0053 kept mode=leaf gate=revert(1) cand=87.34% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=43/150 step=429957 J_new=0.0042 kept mode=leaf gate=revert(2) cand=84.74% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=44/150 step=439956 J_new=0.0023 kept mode=leaf gate=revert(3) cand=84.74% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=45/150 step=449955 J_new=0.0020 kept mode=leaf gate=accept cand=95.07% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=46/150 step=459954 J_new=0.0039 kept mode=full gate=revert(1) cand=0.50% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=47/150 step=469953 J_new=0.0029 kept mode=leaf gate=revert(2) cand=89.91% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=48/150 step=479952 J_new=0.0028 kept mode=leaf gate=revert(3) cand=89.91% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=49/150 step=489951 J_new=0.0020 kept mode=leaf gate=accept cand=95.07% leaves=64 survival=95.07% best=95.07% std=21.5%
[DTPO] it=50/150 step=499950 J_new=0.0027 kept mode=leaf gate=accept cand=97.42% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=51/150 step=509949 J_new=0.0038 kept mode=full gate=revert(1) cand=85.28% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=52/150 step=519948 J_new=0.0021 kept mode=leaf gate=revert(2) cand=92.60% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=53/150 step=529947 J_new=0.0014 kept mode=leaf gate=revert(3) cand=92.60% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=54/150 step=539946 J_new=0.0015 kept mode=leaf gate=revert(4) cand=92.60% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=55/150 step=549945 J_new=0.0016 kept mode=leaf gate=revert(5) cand=92.60% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=56/150 step=559944 J_new=0.0044 kept mode=full gate=revert(6) cand=2.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=57/150 step=569943 J_new=0.0020 kept mode=leaf gate=revert(7) cand=92.60% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=58/150 step=579942 J_new=0.0023 kept mode=leaf gate=revert(8) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=59/150 step=589941 J_new=0.0021 kept mode=leaf gate=revert(9) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=60/150 step=599940 J_new=0.0018 kept mode=leaf gate=revert(10) cand=74.65% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=61/150 step=609939 J_new=0.0028 kept mode=full gate=revert(11) cand=0.67% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=62/150 step=619938 J_new=0.0009 kept mode=leaf gate=revert(12) cand=92.63% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=63/150 step=629937 J_new=0.0017 kept mode=leaf gate=revert(13) cand=95.07% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=64/150 step=639936 J_new=0.0012 kept mode=leaf gate=revert(14) cand=95.07% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=65/150 step=649935 J_new=0.0013 kept mode=leaf gate=revert(15) cand=95.07% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=66/150 step=659934 J_new=0.0023 kept mode=full gate=revert(16) cand=40.81% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=67/150 step=669933 J_new=0.0010 kept mode=leaf gate=revert(17) cand=66.86% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=68/150 step=679932 J_new=0.0016 kept mode=leaf gate=revert(18) cand=66.86% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=69/150 step=689931 J_new=0.0023 kept mode=leaf gate=revert(19) cand=66.86% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=70/150 step=699930 J_new=0.0028 kept mode=leaf gate=revert(20) cand=66.86% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=71/150 step=709929 J_new=0.0041 kept mode=full gate=revert(21) cand=72.15% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=72/150 step=719928 J_new=0.0030 kept mode=leaf gate=accept cand=97.42% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=73/150 step=729927 J_new=0.0044 kept mode=leaf gate=revert(1) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=74/150 step=739926 J_new=0.0039 kept mode=leaf gate=revert(2) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=75/150 step=749925 J_new=0.0032 kept mode=leaf gate=revert(3) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=76/150 step=759924 J_new=0.0047 kept mode=full gate=revert(4) cand=0.22% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=77/150 step=769923 J_new=0.0029 kept mode=leaf gate=revert(5) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=78/150 step=779922 J_new=0.0025 kept mode=leaf gate=revert(6) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=79/150 step=789921 J_new=0.0021 kept mode=leaf gate=revert(7) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=80/150 step=799920 J_new=0.0014 kept mode=leaf gate=revert(8) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=81/150 step=809919 J_new=0.0040 kept mode=full gate=revert(9) cand=72.53% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=82/150 step=819918 J_new=0.0016 kept mode=leaf gate=revert(10) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=83/150 step=829917 J_new=0.0019 kept mode=leaf gate=revert(11) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=84/150 step=839916 J_new=0.0021 kept mode=leaf gate=revert(12) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=85/150 step=849915 J_new=0.0023 kept mode=leaf gate=revert(13) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=86/150 step=859914 J_new=0.0043 kept mode=full gate=revert(14) cand=0.62% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=87/150 step=869913 J_new=0.0019 kept mode=leaf gate=revert(15) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=88/150 step=879912 J_new=0.0020 kept mode=leaf gate=revert(16) cand=97.39% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=89/150 step=889911 J_new=0.0023 kept mode=leaf gate=revert(17) cand=74.65% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=90/150 step=899910 J_new=0.0017 kept mode=leaf gate=revert(18) cand=74.65% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=91/150 step=909909 J_new=0.0030 kept mode=full gate=revert(19) cand=88.45% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=92/150 step=919908 J_new=0.0019 kept mode=leaf gate=revert(20) cand=74.65% leaves=64 survival=97.42% best=97.42% std=11.3%
[DTPO] it=93/150 step=929907 J_new=0.0022 kept mode=leaf gate=accept cand=100.00% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=94/150 step=939906 J_new=0.0035 kept mode=leaf gate=revert(1) cand=61.39% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=95/150 step=949905 J_new=0.0033 kept mode=leaf gate=revert(2) cand=61.39% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=96/150 step=959904 J_new=0.0047 kept mode=full gate=revert(3) cand=82.61% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=97/150 step=969903 J_new=0.0015 kept mode=leaf gate=revert(4) cand=95.04% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=98/150 step=979902 J_new=0.0020 kept mode=leaf gate=revert(5) cand=95.04% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=99/150 step=989901 J_new=0.0023 kept mode=leaf gate=revert(6) cand=95.04% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=100/150 step=999900 J_new=0.0023 kept mode=leaf gate=revert(7) cand=61.39% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=101/150 step=1009899 J_new=0.0052 kept mode=full gate=revert(8) cand=27.31% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=102/150 step=1019898 J_new=0.0018 kept mode=leaf gate=revert(9) cand=61.39% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=103/150 step=1029897 J_new=0.0012 kept mode=leaf gate=accept cand=100.00% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=104/150 step=1039896 J_new=0.0020 kept mode=leaf gate=revert(1) cand=84.99% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=105/150 step=1049895 J_new=0.0017 kept mode=leaf gate=revert(2) cand=84.99% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=106/150 step=1059894 J_new=0.0050 kept mode=full gate=revert(3) cand=0.15% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=107/150 step=1069893 J_new=0.0017 kept mode=leaf gate=revert(4) cand=95.20% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=108/150 step=1079892 J_new=0.0011 kept mode=leaf gate=revert(5) cand=92.62% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=109/150 step=1089891 J_new=0.0009 kept mode=leaf gate=revert(6) cand=92.62% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=110/150 step=1099890 J_new=0.0006 kept mode=leaf gate=revert(7) cand=92.62% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=111/150 step=1109889 J_new=0.0027 kept mode=full gate=revert(8) cand=87.95% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=112/150 step=1119888 J_new=0.0007 kept mode=leaf gate=revert(9) cand=95.04% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=113/150 step=1129887 J_new=0.0012 kept mode=leaf gate=revert(10) cand=95.04% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=114/150 step=1139886 J_new=0.0012 kept mode=leaf gate=revert(11) cand=92.62% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=115/150 step=1149885 J_new=0.0012 kept mode=leaf gate=accept cand=100.00% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=116/150 step=1159884 J_new=0.0042 kept mode=full gate=revert(1) cand=43.81% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=117/150 step=1169883 J_new=0.0013 kept mode=leaf gate=revert(2) cand=92.62% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=118/150 step=1179882 J_new=0.0013 kept mode=leaf gate=revert(3) cand=95.02% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=119/150 step=1189881 J_new=0.0012 kept mode=leaf gate=revert(4) cand=95.02% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=120/150 step=1199880 J_new=0.0012 kept mode=leaf gate=revert(5) cand=95.20% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=121/150 step=1209879 J_new=0.0043 kept mode=full gate=revert(6) cand=0.23% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=122/150 step=1219878 J_new=0.0010 kept mode=leaf gate=accept cand=100.00% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=123/150 step=1229877 J_new=0.0016 kept mode=leaf gate=revert(1) cand=76.84% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=124/150 step=1239876 J_new=0.0015 kept mode=leaf gate=accept cand=100.00% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=125/150 step=1249875 J_new=0.0018 kept mode=leaf gate=revert(1) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=126/150 step=1259874 J_new=0.0049 kept mode=full gate=revert(2) cand=0.41% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=127/150 step=1269873 J_new=0.0014 kept mode=leaf gate=revert(3) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=128/150 step=1279872 J_new=0.0014 kept mode=leaf gate=revert(4) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=129/150 step=1289871 J_new=0.0014 kept mode=leaf gate=revert(5) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=130/150 step=1299870 J_new=0.0013 kept mode=leaf gate=revert(6) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=131/150 step=1309869 J_new=0.0066 kept mode=full gate=revert(7) cand=0.06% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=132/150 step=1319868 J_new=0.0009 kept mode=leaf gate=revert(8) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=133/150 step=1329867 J_new=0.0011 kept mode=leaf gate=revert(9) cand=87.13% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=134/150 step=1339866 J_new=0.0012 kept mode=leaf gate=revert(10) cand=71.66% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=135/150 step=1349865 J_new=0.0014 kept mode=leaf gate=revert(11) cand=84.60% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=136/150 step=1359864 J_new=0.0060 kept mode=full gate=revert(12) cand=35.05% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=137/150 step=1369863 J_new=0.0016 kept mode=leaf gate=revert(13) cand=71.66% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=138/150 step=1379862 J_new=0.0017 kept mode=leaf gate=revert(14) cand=74.23% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=139/150 step=1389861 J_new=0.0018 kept mode=leaf gate=revert(15) cand=74.17% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=140/150 step=1399860 J_new=0.0016 kept mode=leaf gate=revert(16) cand=74.17% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=141/150 step=1409859 J_new=0.0067 kept mode=full gate=revert(17) cand=0.31% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=142/150 step=1419858 J_new=0.0015 kept mode=leaf gate=revert(18) cand=74.17% leaves=64 survival=100.00% best=100.00% std=0.0%
[DTPO] it=143/150 step=1429857 J_new=0.0014 kept mode=leaf gate=revert(19) cand=74.23% leaves=64 survival=100.00% best=100.00% std=0.0%
