Initializing the distributed action 'mapper'... (takes a while with big action spaces)
[HYBRID] warm-start from /rds/general/user/ssl125/home/RL2Grid_full/checkpoint/final_PPO_bus5_T_0_0__I__1776174124_47043_45000000.tar: {'mode': 'soft', 'n_samples': 10080, 'n_actions': 50, 'n_leaves': 16, 'max_depth': 8, 'fidelity': 0.8369047619047619, 'weighted_fidelity': 0.9472571420364244, 'curated': False, 'dagger_rounds': 0}
[DTPO] deterministic eval on 20 fixed chronics (of 20): ids=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
[DTPO] it=1/150 step=9999 J_new=0.0050 kept mode=full gate=accept cand=0.47% leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=2/150 step=19998 J_new=0.0171 kept mode=leaf gate=accept cand=0.47% leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=3/150 step=29997 J_new=0.0308 kept mode=leaf gate=accept cand=0.47% leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=4/150 step=39996 J_new=0.0424 kept mode=leaf gate=accept cand=0.47% leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=5/150 step=49995 J_new=0.0437 kept mode=leaf gate=accept cand=0.47% leaves=16 survival=0.47% best=0.47% std=1.3%
[DTPO] it=6/150 step=59994 J_new=0.0479 kept mode=full gate=accept cand=95.23% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=7/150 step=69993 J_new=0.0413 kept mode=leaf gate=accept cand=95.23% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=8/150 step=79992 J_new=0.0303 kept mode=leaf gate=accept cand=95.23% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=9/150 step=89991 J_new=0.0186 kept mode=leaf gate=accept cand=95.23% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=10/150 step=99990 J_new=0.0085 kept mode=leaf gate=revert(1) cand=35.82% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=11/150 step=109989 J_new=0.0066 kept mode=full gate=revert(2) cand=95.19% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=12/150 step=119988 J_new=0.0029 kept mode=leaf gate=accept cand=95.23% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=13/150 step=129987 J_new=0.0039 kept mode=leaf gate=revert(1) cand=91.84% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=14/150 step=139986 J_new=0.0036 kept mode=leaf gate=revert(2) cand=91.84% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=15/150 step=149985 J_new=0.0030 kept mode=leaf gate=revert(3) cand=91.84% leaves=16 survival=95.23% best=95.23% std=20.8%
[DTPO] it=16/150 step=159984 J_new=0.0032 kept mode=full gate=accept(forced) cand=95.19% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=17/150 step=169983 J_new=0.0045 kept mode=leaf gate=revert(1) cand=95.18% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=18/150 step=179982 J_new=0.0040 kept mode=leaf gate=revert(2) cand=95.18% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=19/150 step=189981 J_new=0.0029 kept mode=leaf gate=revert(3) cand=95.18% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=20/150 step=199980 J_new=0.0026 kept mode=leaf gate=accept(forced) cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=21/150 step=209979 J_new=0.0061 kept mode=full gate=revert(1) cand=35.28% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=22/150 step=219978 J_new=0.0039 kept mode=leaf gate=accept cand=95.19% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=23/150 step=229977 J_new=0.0051 kept mode=leaf gate=revert(1) cand=90.41% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=24/150 step=239976 J_new=0.0044 kept mode=leaf gate=revert(2) cand=90.41% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=25/150 step=249975 J_new=0.0038 kept mode=leaf gate=revert(3) cand=90.41% leaves=16 survival=95.19% best=95.23% std=21.0%
[DTPO] it=26/150 step=259974 J_new=0.0026 kept mode=full gate=accept(forced) cand=48.23% leaves=16 survival=48.23% best=95.23% std=46.8%
[DTPO] it=27/150 step=269973 J_new=0.0050 kept mode=leaf gate=accept cand=48.23% leaves=16 survival=48.23% best=95.23% std=46.8%
[DTPO] it=28/150 step=279972 J_new=0.0061 kept mode=leaf gate=accept cand=48.23% leaves=16 survival=48.23% best=95.23% std=46.8%
[DTPO] it=29/150 step=289971 J_new=0.0059 kept mode=leaf gate=accept cand=48.23% leaves=16 survival=48.23% best=95.23% std=46.8%
[DTPO] it=30/150 step=299970 J_new=0.0059 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=31/150 step=309969 J_new=0.0058 kept mode=full gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=32/150 step=319968 J_new=0.0044 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=33/150 step=329967 J_new=0.0042 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=34/150 step=339966 J_new=0.0032 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=35/150 step=349965 J_new=0.0031 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=36/150 step=359964 J_new=0.0030 kept mode=full gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=37/150 step=369963 J_new=0.0022 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=38/150 step=379962 J_new=0.0023 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=39/150 step=389961 J_new=0.0016 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=40/150 step=399960 J_new=0.0020 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=41/150 step=409959 J_new=0.0037 kept mode=full gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=42/150 step=419958 J_new=0.0034 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=43/150 step=429957 J_new=0.0028 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=44/150 step=439956 J_new=0.0023 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=45/150 step=449955 J_new=0.0016 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=46/150 step=459954 J_new=0.0019 kept mode=full gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=47/150 step=469953 J_new=0.0017 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=48/150 step=479952 J_new=0.0017 kept mode=leaf gate=revert(1) cand=93.78% leaves=16 survival=95.18% best=95.23% std=21.0%
[DTPO] it=49/150 step=489951 J_new=0.0021 kept mode=leaf gate=accept cand=95.18% leaves=16 survival=95.18% best=95.23% std=21.0%
